OrderDate,ProductName,UnitPrice,Quantity,UnitPriceDiscounted,TotalPrice,ShipName,ShipCountry,IsEurophian
1998-01-29 00.00.00.000,Tourtière,"7,45",35,"5,5874996","195,56248",Frankenversand,Germany,1
1998-01-29 00.00.00.000,Wimmers gute Semmelknödel,"33,25",30,"24,9375","748,125",Frankenversand,Germany,1
1998-01-29 00.00.00.000,Manjimup Dried Apples,"53,00",3,53,159,France restauration,France,1
1998-01-29 00.00.00.000,Lakkalikööri,"18,00",20,18,360,France restauration,France,1
1998-01-30 00.00.00.000,Alice Mutton,"39,00",42,39,1638,White Clover Markets,USA,0
1998-01-30 00.00.00.000,Carnarvon Tigers,"62,50",20,"62,5",1250,White Clover Markets,USA,0
1998-01-30 00.00.00.000,Sir Rodney's Scones,"10,00",40,10,400,White Clover Markets,USA,0
1998-01-30 00.00.00.000,Geitost,"2,50",35,"2,5","87,5",White Clover Markets,USA,0
1998-01-30 00.00.00.000,Tarte au sucre,"49,30",3,"49,3","147,9",White Clover Markets,USA,0
1998-01-30 00.00.00.000,Queso Cabrales,"21,00",25,21,525,Lehmanns Marktstand,Germany,1
1998-01-30 00.00.00.000,Filo Mix,"7,00",8,7,56,Lehmanns Marktstand,Germany,1
1998-02-02 00.00.00.000,Chai,"18,00",20,"15,3",306,HILARION-Abastos,Venezuela,1
1998-02-02 00.00.00.000,Escargots de Bourgogne,"13,25",12,"11,262501","135,15001",HILARION-Abastos,Venezuela,1
1998-02-02 00.00.00.000,Steeleye Stout,"18,00",4,18,72,Around the Horn,UK,1
1998-02-02 00.00.00.000,Laughing Lumberjack Lager,"14,00",15,14,210,Around the Horn,UK,1
1998-02-02 00.00.00.000,Côte de Blaye,"263,50",60,"250,325","15019,5",QUICK-Stop,Germany,1
1998-02-02 00.00.00.000,Chartreuse verte,"18,00",80,"17,1",1368,QUICK-Stop,Germany,1
1998-02-03 00.00.00.000,Chang,"19,00",21,"14,25","299,25",Berglunds snabbköp,Sweden,1
1998-02-03 00.00.00.000,Guaraná Fantástica,"4,50",6,"3,375","20,25",Berglunds snabbköp,Sweden,1
1998-02-03 00.00.00.000,Nord-Ost Matjeshering,"25,89",40,"19,4175","776,69995",Berglunds snabbköp,Sweden,1
1998-02-03 00.00.00.000,Perth Pasties,"32,80",3,"32,8","98,399994",Lonesome Pine Restaurant,USA,0
1998-02-04 00.00.00.000,Gumbär Gummibärchen,"31,23",20,"31,23","624,6",Queen Cozinha,Brazil,0
1998-02-04 00.00.00.000,Steeleye Stout,"18,00",30,18,540,Queen Cozinha,Brazil,0
1998-02-04 00.00.00.000,Maxilaku,"20,00",42,18,756,Queen Cozinha,Brazil,0
1998-02-04 00.00.00.000,Chai,"18,00",40,18,720,Seven Seas Imports,UK,1
1998-02-04 00.00.00.000,Queso Cabrales,"21,00",10,21,210,Seven Seas Imports,UK,1
1998-02-04 00.00.00.000,Tunnbröd,"9,00",50,9,450,Seven Seas Imports,UK,1
1998-02-04 00.00.00.000,Scottish Longbreads,"12,50",20,"12,5",250,Seven Seas Imports,UK,1
1998-02-04 00.00.00.000,Steeleye Stout,"18,00",3,18,54,Wolski Zajazd,Poland,1
1998-02-04 00.00.00.000,Manjimup Dried Apples,"53,00",2,53,106,Wolski Zajazd,Poland,1
1998-02-05 00.00.00.000,Grandma's Boysenberry Spread,"25,00",50,"23,75","1187,5",Bon app',France,1
1998-02-05 00.00.00.000,Pavlova,"17,45",12,"16,577501","198,93002",Bon app',France,1
1998-02-05 00.00.00.000,Alice Mutton,"39,00",16,"37,05","592,8",Bon app',France,1
1998-02-05 00.00.00.000,Pâté chinois,"24,00",10,"22,8",228,Godos Cocina Típica,Spain,1
1998-02-05 00.00.00.000,Tarte au sucre,"49,30",20,"46,835","936,69995",Godos Cocina Típica,Spain,1
1998-02-05 00.00.00.000,Wimmers gute Semmelknödel,"33,25",15,"31,5875","473,8125",Godos Cocina Típica,Spain,1
1998-02-05 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",21,"19,9975","419,94748",Godos Cocina Típica,Spain,1
1998-02-06 00.00.00.000,Sir Rodney's Scones,"10,00",20,10,200,Wilman Kala,Finland,1
1998-02-06 00.00.00.000,Rössle Sauerkraut,"45,60",3,"45,6","136,79999",Wilman Kala,Finland,1
1998-02-06 00.00.00.000,Ikura,"31,00",10,31,310,Godos Cocina Típica,Spain,1
1998-02-06 00.00.00.000,Teatime Chocolate Biscuits,"9,20",25,"9,2",230,Berglunds snabbköp,Sweden,1
1998-02-06 00.00.00.000,Zaanse koeken,"9,50",21,"8,55","179,55",Berglunds snabbköp,Sweden,1
1998-02-06 00.00.00.000,Maxilaku,"20,00",15,20,300,Berglunds snabbköp,Sweden,1
1998-02-09 00.00.00.000,Spegesild,"12,00",21,12,252,Bon app',France,1
1998-02-09 00.00.00.000,Wimmers gute Semmelknödel,"33,25",20,"33,25",665,Bon app',France,1
1998-02-09 00.00.00.000,Pavlova,"17,45",30,"13,087501","392,62503",Ricardo Adocicados,Brazil,0
1998-02-09 00.00.00.000,Carnarvon Tigers,"62,50",25,"62,5","1562,5",Ricardo Adocicados,Brazil,0
1998-02-10 00.00.00.000,Sir Rodney's Marmalade,"81,00",20,"76,95",1539,QUICK-Stop,Germany,1
1998-02-10 00.00.00.000,Boston Crab Meat,"18,40",12,"18,4","220,79999",Wilman Kala,Finland,1
1998-02-10 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",10,"21,05","210,5",Wilman Kala,Finland,1
1998-02-10 00.00.00.000,Lakkalikööri,"18,00",10,18,180,Wilman Kala,Finland,1
1998-02-10 00.00.00.000,Tunnbröd,"9,00",30,"7,2000003","216,00002",Folk och fä HB,Sweden,1
1998-02-10 00.00.00.000,Sirop d'érable,"28,50",30,"22,800001","684,00006",Folk och fä HB,Sweden,1
1998-02-10 00.00.00.000,Outback Lager,"15,00",50,12,600,Folk och fä HB,Sweden,1
1998-02-11 00.00.00.000,Röd Kaviar,"15,00",10,15,150,Cactus Comidas para llevar,Argentina,0
1998-02-11 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",25,14,350,Save-a-lot Markets,USA,0
1998-02-11 00.00.00.000,Maxilaku,"20,00",20,17,340,Save-a-lot Markets,USA,0
1998-02-11 00.00.00.000,Tourtière,"7,45",32,"6,3325","202,64",Save-a-lot Markets,USA,0
1998-02-12 00.00.00.000,Guaraná Fantástica,"4,50",8,"4,5",36,Lonesome Pine Restaurant,USA,0
1998-02-12 00.00.00.000,Sir Rodney's Scones,"10,00",40,"9,5",380,Let's Stop N Shop,USA,0
1998-02-12 00.00.00.000,Gnocchi di nonna Alice,"38,00",21,"36,1","758,1",Let's Stop N Shop,USA,0
1998-02-12 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",12,"19,9975","239,97",Let's Stop N Shop,USA,0
1998-02-12 00.00.00.000,Chang,"19,00",20,19,380,Suprêmes délices,Belgium,1
1998-02-12 00.00.00.000,Guaraná Fantástica,"4,50",12,"4,5",54,Suprêmes délices,Belgium,1
1998-02-12 00.00.00.000,Outback Lager,"15,00",30,15,450,Suprêmes délices,Belgium,1
1998-02-12 00.00.00.000,Original Frankfurter grüne Soße,"13,00",25,13,325,Suprêmes délices,Belgium,1
1998-02-13 00.00.00.000,Ikura,"31,00",70,31,2170,Hanari Carnes,Brazil,0
1998-02-13 00.00.00.000,Gorgonzola Telino,"12,50",35,"12,5","437,5",Hanari Carnes,Brazil,0
1998-02-13 00.00.00.000,Original Frankfurter grüne Soße,"13,00",40,13,520,Hanari Carnes,Brazil,0
1998-02-13 00.00.00.000,NuNuCa Nuß-Nougat-Creme,"14,00",5,14,70,Galería del gastronómo,Spain,1
1998-02-16 00.00.00.000,Chang,"19,00",20,19,380,Godos Cocina Típica,Spain,1
1998-02-16 00.00.00.000,Scottish Longbreads,"12,50",18,"12,5",225,Godos Cocina Típica,Spain,1
1998-02-16 00.00.00.000,Queso Cabrales,"21,00",40,21,840,Rattlesnake Canyon Grocery,USA,0
1998-02-16 00.00.00.000,Côte de Blaye,"263,50",40,"263,5",10540,Rattlesnake Canyon Grocery,USA,0
1998-02-16 00.00.00.000,Alice Mutton,"39,00",15,39,585,Du monde entier,France,1
1998-02-16 00.00.00.000,Sasquatch Ale,"14,00",10,14,140,Du monde entier,France,1
1998-02-16 00.00.00.000,Jack's New England Clam Chowder,"9,65",14,"9,65","135,09999",Du monde entier,France,1
1998-02-17 00.00.00.000,Nord-Ost Matjeshering,"25,89",15,"24,595499","368,9325",Lehmanns Marktstand,Germany,1
1998-02-17 00.00.00.000,Raclette Courdavault,"55,00",40,"52,25",2090,Maison Dewey,Belgium,1
1998-02-18 00.00.00.000,Northwoods Cranberry Sauce,"40,00",30,40,1200,Königlich Essen,Germany,1
1998-02-18 00.00.00.000,Guaraná Fantástica,"4,50",10,"4,5",45,Königlich Essen,Germany,1
1998-02-18 00.00.00.000,Thüringer Rostbratwurst,"123,79",24,"123,79","2970,96",Königlich Essen,Germany,1
1998-02-18 00.00.00.000,Nord-Ost Matjeshering,"25,89",35,"25,89","906,14996",Königlich Essen,Germany,1
1998-02-18 00.00.00.000,Inlagd Sill,"19,00",20,19,380,Königlich Essen,Germany,1
1998-02-18 00.00.00.000,Konbu,"6,00",28,"5,7","159,59999",Save-a-lot Markets,USA,0
1998-02-18 00.00.00.000,Gudbrandsdalsost,"36,00",50,"34,2",1710,Save-a-lot Markets,USA,0
1998-02-18 00.00.00.000,Rhönbräu Klosterbier,"7,75",120,"7,3624997","883,49994",Save-a-lot Markets,USA,0
1998-02-18 00.00.00.000,Guaraná Fantástica,"4,50",110,"4,5",495,Ernst Handel,Austria,1
1998-02-18 00.00.00.000,Chartreuse verte,"18,00",45,18,810,Ernst Handel,Austria,1
1998-02-18 00.00.00.000,Boston Crab Meat,"18,40",91,"18,4","1674,4",Ernst Handel,Austria,1
1998-02-18 00.00.00.000,Camembert Pierrot,"34,00",100,34,3400,Ernst Handel,Austria,1
1998-02-19 00.00.00.000,Rogede sild,"9,50",15,"9,5","142,5",Maison Dewey,Belgium,1
1998-02-19 00.00.00.000,Gnocchi di nonna Alice,"38,00",16,38,608,Maison Dewey,Belgium,1
1998-02-19 00.00.00.000,Thüringer Rostbratwurst,"123,79",80,"123,79","9903,2",Hungry Owl All-Night Grocers,Ireland,1
1998-02-19 00.00.00.000,Nord-Ost Matjeshering,"25,89",36,"25,89","932,04",Hungry Owl All-Night Grocers,Ireland,1
1998-02-20 00.00.00.000,Konbu,"6,00",5,6,30,Océano Atlántico Ltda.,Argentina,0
1998-02-20 00.00.00.000,Chartreuse verte,"18,00",8,"15,3","122,4",LILA-Supermercado,Venezuela,1
1998-02-20 00.00.00.000,Outback Lager,"15,00",3,"11,25","33,75",Wellington Importadora,Brazil,0
1998-02-23 00.00.00.000,Jack's New England Clam Chowder,"9,65",30,"9,65","289,5",HILARION-Abastos,Venezuela,1
1998-02-23 00.00.00.000,Flotemysost,"21,50",30,"21,5",645,HILARION-Abastos,Venezuela,1
1998-02-23 00.00.00.000,Pâté chinois,"24,00",30,"20,400002","612,00006",Folk och fä HB,Sweden,1
1998-02-23 00.00.00.000,Tarte au sucre,"49,30",6,"41,905","251,43",Folk och fä HB,Sweden,1
1998-02-24 00.00.00.000,Konbu,"6,00",40,6,240,Hanari Carnes,Brazil,0
1998-02-24 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",21,"21,05","442,05",Hanari Carnes,Brazil,0
1998-02-24 00.00.00.000,Scottish Longbreads,"12,50",20,"12,5",250,Hanari Carnes,Brazil,0
1998-02-24 00.00.00.000,Escargots de Bourgogne,"13,25",15,"13,25","198,75",White Clover Markets,USA,0
1998-02-24 00.00.00.000,Tarte au sucre,"49,30",35,"49,3","1725,5",White Clover Markets,USA,0
1998-02-24 00.00.00.000,Chai,"18,00",20,"17,1",342,Wellington Importadora,Brazil,0
1998-02-25 00.00.00.000,Sirop d'érable,"28,50",15,"28,5","427,5",Wolski Zajazd,Poland,1
1998-02-25 00.00.00.000,Rhönbräu Klosterbier,"7,75",14,"7,75","108,5",Spécialités du monde,France,1
1998-02-26 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",20,"28,5",570,Reggiani Caseifici,Italy,1
1998-02-26 00.00.00.000,Filo Mix,"7,00",14,"6,65","93,1",Reggiani Caseifici,Italy,1
1998-02-26 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",12,30,360,Santé Gourmet,Norway,1
1998-02-26 00.00.00.000,Pavlova,"17,45",15,"17,45","261,75",Santé Gourmet,Norway,1
1998-02-26 00.00.00.000,Jack's New England Clam Chowder,"9,65",5,"9,65","48,25",Santé Gourmet,Norway,1
1998-02-26 00.00.00.000,Teatime Chocolate Biscuits,"9,20",12,"9,2","110,399994",Wilman Kala,Finland,1
1998-02-26 00.00.00.000,Maxilaku,"20,00",10,20,200,Wilman Kala,Finland,1
1998-02-26 00.00.00.000,Sirop d'érable,"28,50",5,"28,5","142,5",Wilman Kala,Finland,1
1998-02-26 00.00.00.000,Chai,"18,00",10,18,180,Godos Cocina Típica,Spain,1
1998-02-26 00.00.00.000,Alice Mutton,"39,00",12,39,468,Godos Cocina Típica,Spain,1
1998-02-26 00.00.00.000,Laughing Lumberjack Lager,"14,00",15,14,210,Godos Cocina Típica,Spain,1
1998-02-26 00.00.00.000,Queso Cabrales,"21,00",40,"15,75",630,Hungry Owl All-Night Grocers,Ireland,1
1998-02-26 00.00.00.000,Thüringer Rostbratwurst,"123,79",60,"92,8425","5570,55",Hungry Owl All-Night Grocers,Ireland,1
1998-02-26 00.00.00.000,Chef Anton's Cajun Seasoning,"22,00",30,"16,5",495,Queen Cozinha,Brazil,0
1998-02-26 00.00.00.000,Geitost,"2,50",40,"1,875",75,Queen Cozinha,Brazil,0
1998-02-26 00.00.00.000,Escargots de Bourgogne,"13,25",15,"13,25","198,75",Queen Cozinha,Brazil,0
1998-02-27 00.00.00.000,Flotemysost,"21,50",25,"21,5","537,5",Queen Cozinha,Brazil,0
1998-02-27 00.00.00.000,Alice Mutton,"39,00",10,39,390,Tortuga Restaurante,Mexico,0
1998-02-27 00.00.00.000,Geitost,"2,50",30,"2,5",75,Tortuga Restaurante,Mexico,0
1998-02-27 00.00.00.000,Tourtière,"7,45",10,"7,45","74,5",Tortuga Restaurante,Mexico,0
1998-02-27 00.00.00.000,Pavlova,"17,45",6,"17,45","104,700005",Rancho grande,Argentina,0
1998-02-27 00.00.00.000,Mascarpone Fabioli,"32,00",6,32,192,Rancho grande,Argentina,0
1998-02-27 00.00.00.000,Ravioli Angelo,"19,50",20,"19,5",390,Rancho grande,Argentina,0
1998-03-02 00.00.00.000,Nord-Ost Matjeshering,"25,89",1,"25,89","25,89",Romero y tomillo,Spain,1
1998-03-02 00.00.00.000,Camembert Pierrot,"34,00",10,34,340,Romero y tomillo,Spain,1
1998-03-02 00.00.00.000,Chai,"18,00",60,"13,5",810,Bottom-Dollar Markets,Canada,0
1998-03-02 00.00.00.000,Camembert Pierrot,"34,00",25,"25,5","637,5",Bottom-Dollar Markets,Canada,0
1998-03-02 00.00.00.000,Pavlova,"17,45",24,"17,45","418,80002",LINO-Delicateses,Venezuela,1
1998-03-02 00.00.00.000,NuNuCa Nuß-Nougat-Creme,"14,00",24,14,336,LINO-Delicateses,Venezuela,1
1998-03-02 00.00.00.000,Boston Crab Meat,"18,40",20,"18,4",368,LINO-Delicateses,Venezuela,1
1998-03-03 00.00.00.000,Valkoinen suklaa,"16,25",24,"16,25",390,Around the Horn,UK,1
1998-03-03 00.00.00.000,Steeleye Stout,"18,00",10,18,180,Vaffeljernet,Denmark,1
1998-03-03 00.00.00.000,Vegie-spread,"43,90",40,"43,9",1756,Vaffeljernet,Denmark,1
1998-03-03 00.00.00.000,Alice Mutton,"39,00",15,39,585,Hanari Carnes,Brazil,0
1998-03-03 00.00.00.000,Guaraná Fantástica,"4,50",35,"4,5","157,5",Hanari Carnes,Brazil,0
1998-03-03 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",10,"11,2",112,La maison d'Asie,France,1
1998-03-03 00.00.00.000,Ipoh Coffee,"46,00",10,"36,8",368,La maison d'Asie,France,1
1998-03-03 00.00.00.000,Laughing Lumberjack Lager,"14,00",24,"11,2","268,8",La maison d'Asie,France,1
1998-03-04 00.00.00.000,Ikura,"31,00",20,"27,9",558,Berglunds snabbköp,Sweden,1
1998-03-04 00.00.00.000,Rössle Sauerkraut,"45,60",30,"41,039997","1231,2",Berglunds snabbköp,Sweden,1
1998-03-04 00.00.00.000,Rhönbräu Klosterbier,"7,75",6,"7,75","46,5",Berglunds snabbköp,Sweden,1
1998-03-04 00.00.00.000,Inlagd Sill,"19,00",25,"16,15","403,75",Hanari Carnes,Brazil,0
1998-03-04 00.00.00.000,Filo Mix,"7,00",12,"5,9500003","71,4",Hanari Carnes,Brazil,0
1998-03-04 00.00.00.000,Queso Cabrales,"21,00",2,21,42,Ana Trujillo Emparedados y helados,Mexico,0
1998-03-04 00.00.00.000,Konbu,"6,00",10,6,60,Ana Trujillo Emparedados y helados,Mexico,0
1998-03-04 00.00.00.000,Teatime Chocolate Biscuits,"9,20",7,"9,2","64,4",Ana Trujillo Emparedados y helados,Mexico,0
1998-03-04 00.00.00.000,Mozzarella di Giovanni,"34,80",10,"34,8",348,Ana Trujillo Emparedados y helados,Mexico,0
1998-03-05 00.00.00.000,Sir Rodney's Marmalade,"81,00",5,81,405,La corne d'abondance,France,1
1998-03-05 00.00.00.000,Filo Mix,"7,00",5,7,35,La corne d'abondance,France,1
1998-03-05 00.00.00.000,Lakkalikööri,"18,00",20,18,360,La corne d'abondance,France,1
1998-03-05 00.00.00.000,Zaanse koeken,"9,50",5,"9,5","47,5",Galería del gastronómo,Spain,1
1998-03-05 00.00.00.000,Lakkalikööri,"18,00",5,18,90,Galería del gastronómo,Spain,1
1998-03-05 00.00.00.000,Sir Rodney's Scones,"10,00",60,10,600,Frankenversand,Germany,1
1998-03-05 00.00.00.000,Rhönbräu Klosterbier,"7,75",49,"7,75","379,75",Frankenversand,Germany,1
1998-03-05 00.00.00.000,Original Frankfurter grüne Soße,"13,00",15,13,195,Frankenversand,Germany,1
1998-03-06 00.00.00.000,Sir Rodney's Scones,"10,00",36,10,360,Suprêmes délices,Belgium,1
1998-03-06 00.00.00.000,Schoggi Schokolade,"43,90",25,"43,9","1097,5",Suprêmes délices,Belgium,1
1998-03-06 00.00.00.000,Pâté chinois,"24,00",25,"19,2","480,00003",Suprêmes délices,Belgium,1
1998-03-06 00.00.00.000,Escargots de Bourgogne,"13,25",30,"10,6",318,Suprêmes délices,Belgium,1
1998-03-06 00.00.00.000,Konbu,"6,00",42,"5,1000004","214,20001",Richter Supermarkt,Switzerland,1
1998-03-06 00.00.00.000,Ravioli Angelo,"19,50",30,"19,5",585,Richter Supermarkt,Switzerland,1
1998-03-06 00.00.00.000,Pavlova,"17,45",30,"15,705","471,15",Bon app',France,1
1998-03-06 00.00.00.000,Tarte au sucre,"49,30",14,"44,37","621,18",Bon app',France,1
1998-03-06 00.00.00.000,Mozzarella di Giovanni,"34,80",16,"34,8","556,8",Bon app',France,1
1998-03-06 00.00.00.000,Rhönbräu Klosterbier,"7,75",20,"6,975","139,5",Bon app',France,1
1998-03-06 00.00.00.000,Perth Pasties,"32,80",2,"32,8","65,6",Island Trading,UK,1
1998-03-06 00.00.00.000,Sirop d'érable,"28,50",30,"28,5",855,Island Trading,UK,1
1998-03-09 00.00.00.000,Grandma's Boysenberry Spread,"25,00",20,25,500,Lehmanns Marktstand,Germany,1
1998-03-09 00.00.00.000,Chai,"18,00",21,18,378,Wellington Importadora,Brazil,0
1998-03-09 00.00.00.000,Carnarvon Tigers,"62,50",4,"46,875","187,5",Wellington Importadora,Brazil,0
1998-03-09 00.00.00.000,Tunnbröd,"9,00",8,"6,75",54,Wellington Importadora,Brazil,0
1998-03-09 00.00.00.000,Inlagd Sill,"19,00",30,"15,2",456,Great Lakes Food Market,USA,0
1998-03-10 00.00.00.000,Rössle Sauerkraut,"45,60",8,"45,6","364,8",Cactus Comidas para llevar,Argentina,0
1998-03-10 00.00.00.000,Sasquatch Ale,"14,00",20,14,280,Cactus Comidas para llevar,Argentina,0
1998-03-10 00.00.00.000,Konbu,"6,00",20,"4,5",90,QUICK-Stop,Germany,1
1998-03-10 00.00.00.000,Ipoh Coffee,"46,00",24,"34,5",828,QUICK-Stop,Germany,1
1998-03-10 00.00.00.000,Camembert Pierrot,"34,00",49,"25,5","1249,5",QUICK-Stop,Germany,1
1998-03-10 00.00.00.000,Flotemysost,"21,50",35,"16,125","564,375",QUICK-Stop,Germany,1
1998-03-10 00.00.00.000,Chang,"19,00",10,"16,15","161,5",Magazzini Alimentari Riuniti,Italy,1
1998-03-10 00.00.00.000,Laughing Lumberjack Lager,"14,00",40,"11,900001","476,00003",Magazzini Alimentari Riuniti,Italy,1
1998-03-11 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",8,30,240,Bon app',France,1
1998-03-11 00.00.00.000,Konbu,"6,00",20,6,120,Bon app',France,1
1998-03-11 00.00.00.000,Gorgonzola Telino,"12,50",44,"9,375","412,5",Save-a-lot Markets,USA,0
1998-03-11 00.00.00.000,Tarte au sucre,"49,30",30,"36,975","1109,25",Save-a-lot Markets,USA,0
1998-03-11 00.00.00.000,Scottish Longbreads,"12,50",80,"9,375",750,Save-a-lot Markets,USA,0
1998-03-11 00.00.00.000,Mozzarella di Giovanni,"34,80",50,"34,8",1740,Save-a-lot Markets,USA,0
1998-03-11 00.00.00.000,Maxilaku,"20,00",28,20,560,Reggiani Caseifici,Italy,1
1998-03-11 00.00.00.000,Konbu,"6,00",15,6,90,B's Beverages,UK,1
1998-03-11 00.00.00.000,Gustaf's Knäckebröd,"21,00",21,21,441,B's Beverages,UK,1
1998-03-11 00.00.00.000,Spegesild,"12,00",15,12,180,B's Beverages,UK,1
1998-03-12 00.00.00.000,Queso Cabrales,"21,00",5,"15,75","78,75",Bottom-Dollar Markets,Canada,0
1998-03-12 00.00.00.000,Gula Malacca,"19,45",18,"14,587501","262,575",Bottom-Dollar Markets,Canada,0
1998-03-12 00.00.00.000,Gnocchi di nonna Alice,"38,00",18,38,684,Bottom-Dollar Markets,Canada,0
1998-03-12 00.00.00.000,Konbu,"6,00",20,6,120,Morgenstern Gesundkost,Germany,1
1998-03-12 00.00.00.000,Gorgonzola Telino,"12,50",10,"12,5",125,Morgenstern Gesundkost,Germany,1
1998-03-12 00.00.00.000,Ikura,"31,00",25,31,775,Vaffeljernet,Denmark,1
1998-03-12 00.00.00.000,Guaraná Fantástica,"4,50",25,"4,5","112,5",Vaffeljernet,Denmark,1
1998-03-12 00.00.00.000,Original Frankfurter grüne Soße,"13,00",40,13,520,Vaffeljernet,Denmark,1
1998-03-13 00.00.00.000,Raclette Courdavault,"55,00",4,55,220,B's Beverages,UK,1
1998-03-13 00.00.00.000,Valkoinen suklaa,"16,25",9,"16,25","146,25",Godos Cocina Típica,Spain,1
1998-03-13 00.00.00.000,Manjimup Dried Apples,"53,00",40,53,2120,Godos Cocina Típica,Spain,1
1998-03-13 00.00.00.000,Pâté chinois,"24,00",4,24,96,Godos Cocina Típica,Spain,1
1998-03-13 00.00.00.000,Grandma's Boysenberry Spread,"25,00",12,25,300,Bottom-Dollar Markets,Canada,0
1998-03-13 00.00.00.000,Ikura,"31,00",30,31,930,Bottom-Dollar Markets,Canada,0
1998-03-13 00.00.00.000,Alice Mutton,"39,00",6,39,234,Bottom-Dollar Markets,Canada,0
1998-03-13 00.00.00.000,Tarte au sucre,"49,30",60,"49,3",2958,Bottom-Dollar Markets,Canada,0
1998-03-16 00.00.00.000,Chef Anton's Cajun Seasoning,"22,00",5,22,110,Magazzini Alimentari Riuniti,Italy,1
1998-03-16 00.00.00.000,Geitost,"2,50",15,"2,375","35,625",Richter Supermarkt,Switzerland,1
1998-03-16 00.00.00.000,Jack's New England Clam Chowder,"9,65",6,"9,1675","55,004997",Richter Supermarkt,Switzerland,1
1998-03-16 00.00.00.000,Rhönbräu Klosterbier,"7,75",50,"7,3624997","368,125",Richter Supermarkt,Switzerland,1
1998-03-16 00.00.00.000,Grandma's Boysenberry Spread,"25,00",16,"23,75",380,Alfred's Futterkiste,Germany,1
1998-03-16 00.00.00.000,Rössle Sauerkraut,"45,60",2,"45,6","91,2",Alfred's Futterkiste,Germany,1
1998-03-16 00.00.00.000,Sir Rodney's Marmalade,"81,00",50,"76,95","3847,4998",Around the Horn,UK,1
1998-03-16 00.00.00.000,Gorgonzola Telino,"12,50",50,"11,875","593,75",Around the Horn,UK,1
1998-03-17 00.00.00.000,Pavlova,"17,45",28,"14,832501","415,31003",LINO-Delicateses,Venezuela,1
1998-03-17 00.00.00.000,Gorgonzola Telino,"12,50",25,"10,625","265,625",LINO-Delicateses,Venezuela,1
1998-03-17 00.00.00.000,Rogede sild,"9,50",30,"9,5",285,LINO-Delicateses,Venezuela,1
1998-03-17 00.00.00.000,Camembert Pierrot,"34,00",24,"28,900002","693,60004",LINO-Delicateses,Venezuela,1
1998-03-17 00.00.00.000,Rhönbräu Klosterbier,"7,75",12,"6,2000003","74,4",Folk och fä HB,Sweden,1
1998-03-17 00.00.00.000,Sir Rodney's Scones,"10,00",12,10,120,Blauer See Delikatessen,Germany,1
1998-03-17 00.00.00.000,Zaanse koeken,"9,50",14,"9,5",133,Blauer See Delikatessen,Germany,1
1998-03-17 00.00.00.000,Manjimup Dried Apples,"53,00",8,53,424,Blauer See Delikatessen,Germany,1
1998-03-18 00.00.00.000,Nord-Ost Matjeshering,"25,89",30,"25,89","776,69995",HILARION-Abastos,Venezuela,1
1998-03-18 00.00.00.000,Steeleye Stout,"18,00",40,18,720,HILARION-Abastos,Venezuela,1
1998-03-18 00.00.00.000,Wimmers gute Semmelknödel,"33,25",8,"33,25",266,HILARION-Abastos,Venezuela,1
1998-03-18 00.00.00.000,Chef Anton's Gumbo Mix,"21,35",20,"21,35",427,Océano Atlántico Ltda.,Argentina,0
1998-03-18 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",6,30,180,Océano Atlántico Ltda.,Argentina,0
1998-03-18 00.00.00.000,Mozzarella di Giovanni,"34,80",5,"34,8",174,Océano Atlántico Ltda.,Argentina,0
1998-03-18 00.00.00.000,Rhönbräu Klosterbier,"7,75",20,"6,5875","131,75",Gourmet Lanchonetes,Brazil,0
1998-03-19 00.00.00.000,Guaraná Fantástica,"4,50",10,"3,375","33,75",HILARION-Abastos,Venezuela,1
1998-03-19 00.00.00.000,Jack's New England Clam Chowder,"9,65",24,"9,65","231,59999",HILARION-Abastos,Venezuela,1
1998-03-19 00.00.00.000,Filo Mix,"7,00",6,"6,65","39,9",Queen Cozinha,Brazil,0
1998-03-19 00.00.00.000,Lakkalikööri,"18,00",60,18,1080,Queen Cozinha,Brazil,0
1998-03-19 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",45,30,1350,QUICK-Stop,Germany,1
1998-03-19 00.00.00.000,Konbu,"6,00",77,6,462,QUICK-Stop,Germany,1
1998-03-19 00.00.00.000,Perth Pasties,"32,80",20,"32,8",656,QUICK-Stop,Germany,1
1998-03-19 00.00.00.000,Gudbrandsdalsost,"36,00",9,36,324,QUICK-Stop,Germany,1
1998-03-19 00.00.00.000,Lakkalikööri,"18,00",44,18,792,QUICK-Stop,Germany,1
1998-03-19 00.00.00.000,Camembert Pierrot,"34,00",2,"28,900002","57,800003",Furia Bacalhau e Frutos do Mar,Portugal,1
1998-03-20 00.00.00.000,Carnarvon Tigers,"62,50",6,"62,5",375,Spécialités du monde,France,1
1998-03-20 00.00.00.000,Côte de Blaye,"263,50",5,"263,5","1317,5",Spécialités du monde,France,1
